"X","Y","DateTime"
"1036.8","509.2","291969900998"
"1051.9","534.6","291969909428"
"1049.0","529.3","291969917775"
"1048.6","519.6","291969926090"
"1047.5","546.5","291969934370"
"1015.4","516.3","291969943058"
"1020.8","523.1","291969951081"
"1010.5","510.0","291969959485"
"1041.7","515.3","291969967635"
"1041.2","502.6","291969976071"
"1039.1","496.3","291969984355"
"1043.1","488.9","291969992718"
"1031.3","510.6","291970001160"
"1039.8","524.8","291970009494"
"1046.8","514.4","291970017602"
"1054.9","515.6","291970026214"
"1053.3","523.1","291970034375"
"1061.3","547.0","291970042811"
"1062.9","539.8","291970051027"
"1055.1","531.4","291970059756"
"1060.3","496.2","291970067663"
"1036.1","522.6","291970076112"
"1045.2","517.3","291970084382"
"1041.6","541.7","291970092755"
"1041.3","506.9","291970101069"
"1033.7","508.5","291970109383"
"1038.0","522.6","291970117674"
"1029.8","519.9","291970126100"
"1035.6","495.9","291970134487"
"1035.6","495.9","291970142738"
"1044.3","502.6","291970151056"
"1043.4","511.1","291970159354"
"1047.8","503.3","291970167721"
"1050.1","504.2","291970176162"
"1039.1","521.0","291970184400"
"1033.8","511.5","291970192705"
"1034.8","492.3","291970201037"
"1048.0","494.3","291970209376"
"1038.7","494.8","291970217705"
"1038.9","494.7","291970226088"
"1054.6","495.5","291970234312"
"1070.6","501.9","291970242816"
"1057.4","508.2","291970251158"
"1051.7","503.5","291970259321"
"1068.1","513.2","291970267806"
"1073.4","499.2","291970276066"
"1045.0","429.6","291970284426"
"1045.1","429.6","291970292675"
"1078.8","471.2","291970301140"
"1090.0","496.0","291970309450"
"1086.5","504.3","291970317559"
"1072.3","513.8","291970326055"
"1068.7","508.8","291970334365"
"1071.1","493.6","291970342717"
"1064.2","499.3","291970351116"
"1062.6","520.6","291970359433"
"1065.3","535.8","291970367794"
"1074.8","565.7","291970376004"
"1047.2","469.9","291970384419"
"1100.7","479.6","291970392670"
"1106.7","470.9","291970401079"
"1106.1","479.8","291970409354"
"1099.9","500.8","291970417685"
"1098.2","519.8","291970426006"
"1101.2","509.4","291970434372"
"1113.4","508.1","291970442659"
"1113.4","510.8","291970451109"
"1115.9","544.0","291970459367"
"1104.4","539.0","291970467687"
"1104.1","523.3","291970476019"
"1107.2","505.0","291970484194"
"1101.3","463.3","291970492696"
"1103.2","464.4","291970501054"
"1094.6","460.2","291970509377"
"1093.1","483.3","291970517700"
"1101.2","488.5","291970525949"
"1101.1","488.5","291970534348"
"1098.6","478.8","291970542714"
"1111.0","468.7","291970551025"
"1105.6","467.8","291970559317"
"1114.9","477.2","291970567669"
"1103.2","488.5","291970575981"
"1112.9","502.2","291970584373"
"1098.8","511.4","291970592617"
"1095.6","517.2","291970601077"
"1099.0","485.4","291970609213"
"1116.4","477.7","291970617669"
"1103.1","499.4","291970625860"
"1104.7","480.3","291970634294"
"1097.6","487.7","291970642561"
"1120.0","464.2","291970650946"
"1117.0","512.1","291970659192"
"1110.4","499.4","291970667741"
"1114.0","490.6","291970675957"
"1104.0","482.9","291970684184"
"1105.2","496.6","291970692632"
"1112.3","493.5","291970701018"
"1111.1","498.5","291970709249"
"1122.0","503.8","291970717684"
"1126.3","498.1","291970725895"
"1131.1","497.5","291970734331"
"1086.1","470.8","291970742639"
"1077.2","474.0","291970751057"
"1074.5","473.2","291970759264"
"1102.7","480.9","291970767563"
"1099.7","489.7","291970775964"
"1102.2","499.9","291970784379"
"1109.6","503.8","291970792668"
"1140.8","493.0","291970800993"
"1144.3","516.3","291970809457"
"1118.1","553.6","291970817520"
"1058.0","718.4","291970834247"
"1074.2","761.0","291970842618"
"1084.4","771.5","291970859232"
"1092.1","769.7","291970867663"
"1096.6","773.3","291970875866"
"1083.7","760.2","291970884287"
"1076.9","770.2","291970892526"
"1084.8","764.6","291970900851"
"1085.5","765.3","291970909221"
"1079.8","761.6","291970917648"
"1080.7","773.4","291970934150"
"1081.7","772.6","291970942552"
"1072.8","781.9","291970950961"
"1075.2","782.5","291970959281"
"1085.5","787.7","291970967755"
"1091.3","783.2","291970975863"
"1087.8","783.7","291970984299"
"1085.1","767.6","291970992561"
"1090.3","780.1","291971001039"
"1089.4","772.9","291971009232"
"1114.6","778.1","291971017602"
"1093.6","769.2","291971025881"
"1091.1","774.2","291971034283"
"1098.7","759.6","291971042505"
"1077.5","779.6","291971050922"
"1081.1","779.4","291971059225"
"1082.6","767.1","291971067695"
"1098.3","727.3","291971075918"
"1098.4","724.4","291971084223"
"1104.7","714.9","291971092501"
"1114.3","702.3","291971101042"
"588.8","1553.2","291977348926"
